Node,Feature,Threshold,Left_Child,Right_Child,Prediction
0,02,46.5,1,2,-1
1,00,189.5,5,6,-1
2,00,192.5,3,4,-1
3,05,0.0015671253204345703,9,10,-1
4,03,0.5,17,18,-1
5,03,0.5,7,8,-1
6,00,1330.5,11,12,-1
7,-1,0,0,0,0
8,05,0.0010761022567749023,171,172,-1
9,05,0.0010551214218139648,31,32,-1
10,-1,0,0,0,0
11,02,2.5,75,76,-1
12,02,0.5,13,14,-1
13,05,0.00037348270416259766,65,66,-1
14,03,174.5,15,16,-1
15,-1,0,0,0,1
16,-1,0,0,0,0
17,00,1241.0,157,158,-1
18,03,127.5,19,20,-1
19,04,627.5,39,40,-1
20,01,15.0,21,22,-1
21,05,0.00024700164794921875,23,24,-1
22,-1,0,0,0,0
23,00,459.5,29,30,-1
24,00,457.0,25,26,-1
25,05,0.0010459423065185547,27,28,-1
26,03,234.0,117,118,-1
27,-1,0,0,0,1
28,05,0.0010684728622436523,145,146,-1
29,04,361.5,179,180,-1
30,-1,0,0,0,0
31,03,1.5,35,36,-1
32,04,441.5,33,34,-1
33,-1,0,0,0,1
34,-1,0,0,0,0
35,-1,0,0,0,1
36,00,168.5,37,38,-1
37,-1,0,0,0,1
38,03,103.5,131,132,-1
39,00,1309.5,41,42,-1
40,03,56.5,51,52,-1
41,05,0.0002834796905517578,43,44,-1
42,-1,0,0,0,1
43,05,1.895427703857422e-05,147,148,-1
44,05,0.0010526180267333984,45,46,-1
45,04,185.5,47,48,-1
46,02,175.5,119,120,-1
47,-1,0,0,0,1
48,01,13.0,49,50,-1
49,-1,0,0,0,1
50,-1,0,0,0,0
51,01,11.0,71,72,-1
52,05,0.0002626180648803711,53,54,-1
53,00,520.5,57,58,-1
54,04,630.5,55,56,-1
55,-1,0,0,0,1
56,02,115.5,61,62,-1
57,05,1.5616416931152344e-05,127,128,-1
58,05,4.684925079345703e-05,59,60,-1
59,-1,0,0,0,0
60,-1,0,0,0,1
61,03,70.5,69,70,-1
62,05,0.0010460615158081055,63,64,-1
63,-1,0,0,0,1
64,-1,0,0,0,0
65,00,1924.0,183,184,-1
66,05,0.0010579824447631836,67,68,-1
67,-1,0,0,0,1
68,00,1916.5,169,170,-1
69,-1,0,0,0,0
70,-1,0,0,0,0
71,-1,0,0,0,0
72,00,844.5,73,74,-1
73,04,664.5,153,154,-1
74,-1,0,0,0,1
75,04,0.5,103,104,-1
76,05,0.0002605915069580078,77,78,-1
77,05,1.9550323486328125e-05,133,134,-1
78,00,1008.0,79,80,-1
79,02,5.5,81,82,-1
80,01,13.0,99,100,-1
81,01,9.0,83,84,-1
82,01,7.0,89,90,-1
83,02,3.5,187,188,-1
84,04,170.5,85,86,-1
85,-1,0,0,0,1
86,03,253.5,87,88,-1
87,-1,0,0,0,0
88,-1,0,0,0,0
89,05,0.0010150671005249023,91,92,-1
90,05,0.001044154167175293,93,94,-1
91,05,0.0006320476531982422,101,102,-1
92,04,27.5,97,98,-1
93,03,143.5,95,96,-1
94,00,191.5,177,178,-1
95,-1,0,0,0,0
96,-1,0,0,0,0
97,-1,0,0,0,0
98,-1,0,0,0,0
99,01,11.0,125,126,-1
100,-1,0,0,0,0
101,-1,0,0,0,1
102,-1,0,0,0,1
103,00,383.5,105,106,-1
104,05,0.00027883052825927734,159,160,-1
105,01,12.0,109,110,-1
106,01,1.0,107,108,-1
107,-1,0,0,0,1
108,-1,0,0,0,0
109,05,0.00023293495178222656,111,112,-1
110,-1,0,0,0,0
111,00,249.5,115,116,-1
112,00,334.0,113,114,-1
113,05,0.0010714530944824219,175,176,-1
114,-1,0,0,0,1
115,-1,0,0,0,0
116,-1,0,0,0,0
117,-1,0,0,0,1
118,-1,0,0,0,1
119,00,513.0,121,122,-1
120,05,0.0010658502578735352,123,124,-1
121,-1,0,0,0,0
122,-1,0,0,0,0
123,-1,0,0,0,0
124,-1,0,0,0,0
125,-1,0,0,0,0
126,-1,0,0,0,0
127,-1,0,0,0,0
128,02,94.0,129,130,-1
129,-1,0,0,0,0
130,-1,0,0,0,0
131,05,0.00021195411682128906,143,144,-1
132,-1,0,0,0,0
133,-1,0,0,0,0
134,00,360.5,135,136,-1
135,02,16.5,137,138,-1
136,04,1092.5,185,186,-1
137,00,303.5,139,140,-1
138,-1,0,0,0,0
139,05,0.0001285076141357422,141,142,-1
140,-1,0,0,0,0
141,-1,0,0,0,0
142,-1,0,0,0,0
143,-1,0,0,0,0
144,-1,0,0,0,0
145,-1,0,0,0,0
146,-1,0,0,0,0
147,-1,0,0,0,0
148,01,10.0,149,150,-1
149,-1,0,0,0,0
150,04,137.5,151,152,-1
151,-1,0,0,0,0
152,-1,0,0,0,0
153,-1,0,0,0,0
154,04,1079.5,155,156,-1
155,-1,0,0,0,0
156,-1,0,0,0,0
157,-1,0,0,0,0
158,-1,0,0,0,0
159,-1,0,0,0,0
160,03,25.5,161,162,-1
161,00,310.0,163,164,-1
162,04,1015.5,189,190,-1
163,00,306.5,165,166,-1
164,-1,0,0,0,0
165,-1,0,0,0,0
166,04,390.5,167,168,-1
167,-1,0,0,0,0
168,-1,0,0,0,1
169,-1,0,0,0,0
170,-1,0,0,0,0
171,05,4.1365623474121094e-05,173,174,-1
172,-1,0,0,0,0
173,-1,0,0,0,0
174,-1,0,0,0,0
175,-1,0,0,0,0
176,-1,0,0,0,0
177,-1,0,0,0,0
178,-1,0,0,0,0
179,-1,0,0,0,0
180,04,555.5,181,182,-1
181,-1,0,0,0,0
182,05,8.940696716308594e-06,197,198,-1
183,-1,0,0,0,0
184,-1,0,0,0,0
185,03,144.5,193,194,-1
186,-1,0,0,0,0
187,04,176.0,191,192,-1
188,-1,0,0,0,0
189,-1,0,0,0,0
190,-1,0,0,0,0
191,-1,0,0,0,0
192,-1,0,0,0,0
193,03,130.5,195,196,-1
194,-1,0,0,0,0
195,-1,0,0,0,0
196,-1,0,0,0,0
197,-1,0,0,0,0
198,-1,0,0,0,0
