Node,Feature,Threshold,Left_Child,Right_Child,Prediction
0,00,189.5,1,2,-1
1,03,0.5,3,4,-1
2,01,1.0,13,14,-1
3,05,0.0010544061660766602,5,6,-1
4,04,831.5,15,16,-1
5,05,1.7523765563964844e-05,9,10,-1
6,04,435.5,7,8,-1
7,05,0.0010660886764526367,137,138,-1
8,-1,0,0,0,0
9,05,1.5497207641601562e-06,19,20,-1
10,04,436.0,11,12,-1
11,04,393.5,187,188,-1
12,05,0.0007876157760620117,153,154,-1
13,-1,0,0,0,1
14,03,6.5,21,22,-1
15,00,168.0,17,18,-1
16,-1,0,0,0,1
17,-1,0,0,0,1
18,03,105.5,115,116,-1
19,-1,0,0,0,1
20,05,1.2993812561035156e-05,49,50,-1
21,00,1235.0,63,64,-1
22,02,131.5,23,24,-1
23,00,1418.5,27,28,-1
24,01,13.0,25,26,-1
25,-1,0,0,0,1
26,02,142.5,29,30,-1
27,04,27.5,35,36,-1
28,-1,0,0,0,1
29,03,119.5,53,54,-1
30,00,845.0,31,32,-1
31,05,0.0002588033676147461,67,68,-1
32,03,187.0,33,34,-1
33,-1,0,0,0,1
34,-1,0,0,0,0
35,03,22.0,37,38,-1
36,05,0.00027382373809814453,39,40,-1
37,-1,0,0,0,1
38,-1,0,0,0,0
39,03,145.5,89,90,-1
40,05,0.001053452491760254,41,42,-1
41,05,0.00037157535552978516,43,44,-1
42,00,1023.0,47,48,-1
43,04,180.5,55,56,-1
44,02,2.5,45,46,-1
45,-1,0,0,0,0
46,-1,0,0,0,0
47,00,511.5,73,74,-1
48,05,0.0010879039764404297,57,58,-1
49,02,46.0,51,52,-1
50,05,1.5854835510253906e-05,59,60,-1
51,05,3.4570693969726562e-06,119,120,-1
52,-1,0,0,0,1
53,-1,0,0,0,0
54,-1,0,0,0,0
55,-1,0,0,0,0
56,-1,0,0,0,0
57,-1,0,0,0,0
58,-1,0,0,0,0
59,02,45.5,61,62,-1
60,-1,0,0,0,1
61,-1,0,0,0,0
62,-1,0,0,0,1
63,01,11.0,75,76,-1
64,02,3.0,65,66,-1
65,05,0.0005295276641845703,169,170,-1
66,-1,0,0,0,0
67,03,11.5,95,96,-1
68,03,119.5,69,70,-1
69,03,88.5,71,72,-1
70,02,242.5,131,132,-1
71,-1,0,0,0,0
72,-1,0,0,0,0
73,-1,0,0,0,0
74,-1,0,0,0,0
75,00,370.5,77,78,-1
76,00,500.5,103,104,-1
77,03,0.5,79,80,-1
78,05,0.0009044408798217773,173,174,-1
79,05,0.0002650022506713867,81,82,-1
80,00,316.0,149,150,-1
81,-1,0,0,0,0
82,05,0.0010374784469604492,83,84,-1
83,00,340.0,85,86,-1
84,00,340.0,87,88,-1
85,-1,0,0,0,0
86,-1,0,0,0,1
87,-1,0,0,0,0
88,-1,0,0,0,0
89,03,144.5,91,92,-1
90,00,191.5,99,100,-1
91,01,15.0,129,130,-1
92,05,2.205371856689453e-05,93,94,-1
93,-1,0,0,0,0
94,-1,0,0,0,0
95,04,707.5,97,98,-1
96,03,104.5,135,136,-1
97,-1,0,0,0,0
98,-1,0,0,0,0
99,04,487.5,101,102,-1
100,03,186.5,147,148,-1
101,-1,0,0,0,0
102,-1,0,0,0,0
103,03,0.5,157,158,-1
104,03,0.5,105,106,-1
105,00,504.5,109,110,-1
106,02,222.0,107,108,-1
107,-1,0,0,0,0
108,04,644.0,145,146,-1
109,04,37.5,111,112,-1
110,04,640.0,133,134,-1
111,05,0.00037550926208496094,113,114,-1
112,-1,0,0,0,0
