Node,Feature,Threshold,Left_Child,Right_Child,Prediction
0,03,0.5,1,2,-1
1,05,0.0002734661102294922,3,4,-1
2,00,1417.5,15,16,-1
3,01,15.0,7,8,-1
4,00,189.5,5,6,-1
5,04,436.0,11,12,-1
6,04,0.5,31,32,-1
7,00,1924.0,145,146,-1
8,00,181.5,9,10,-1
9,02,46.0,13,14,-1
10,-1,0,0,0,0
11,04,434.0,179,180,-1
12,-1,0,0,0,0
13,04,215.0,17,18,-1
14,-1,0,0,0,1
15,02,130.5,21,22,-1
16,04,32.5,19,20,-1
17,-1,0,0,0,1
18,-1,0,0,0,0
19,-1,0,0,0,0
20,-1,0,0,0,1
21,00,168.0,29,30,-1
22,00,845.0,23,24,-1
23,01,13.0,25,26,-1
24,00,1416.5,27,28,-1
25,-1,0,0,0,1
26,04,1185.5,73,74,-1
27,-1,0,0,0,1
28,-1,0,0,0,0
29,-1,0,0,0,1
30,03,145.5,37,38,-1
31,05,0.0010526180267333984,33,34,-1
32,05,0.001044631004333496,109,110,-1
33,00,1116.5,35,36,-1
34,00,1344.5,99,100,-1
35,05,0.00038444995880126953,67,68,-1
36,-1,0,0,0,0
37,03,144.5,39,40,-1
38,00,1010.0,53,54,-1
39,05,0.00027358531951904297,41,42,-1
40,02,15.5,43,44,-1
41,00,1033.0,63,64,-1
42,01,7.0,49,50,-1
43,-1,0,0,0,0
44,02,16.5,45,46,-1
45,04,629.0,47,48,-1
46,-1,0,0,0,0
47,05,0.000574946403503418,165,166,-1
48,-1,0,0,0,0
49,05,0.0010520219802856445,51,52,-1
50,03,8.5,57,58,-1
51,00,436.0,55,56,-1
52,01,5.0,75,76,-1
53,01,15.0,89,90,-1
54,03,192.0,61,62,-1
55,-1,0,0,0,1
56,-1,0,0,0,1
57,02,96.5,123,124,-1
58,05,0.0010324716567993164,59,60,-1
59,-1,0,0,0,0
60,-1,0,0,0,0
61,-1,0,0,0,0
62,03,197.5,101,102,-1
63,05,1.8477439880371094e-05,103,104,-1
64,05,1.5616416931152344e-05,65,66,-1
65,-1,0,0,0,0
66,01,13.0,141,142,-1
67,01,11.0,107,108,-1
68,00,456.0,69,70,-1
69,00,340.0,71,72,-1
70,05,0.0005586147308349609,117,118,-1
71,01,11.0,143,144,-1
72,-1,0,0,0,1
73,02,143.5,77,78,-1
74,03,127.5,147,148,-1
75,-1,0,0,0,0
76,-1,0,0,0,0
77,04,400.0,79,80,-1
78,03,119.5,83,84,-1
79,-1,0,0,0,0
80,05,0.00036025047302246094,81,82,-1
81,05,2.491474151611328e-05,121,122,-1
82,-1,0,0,0,0
83,03,80.5,85,86,-1
84,00,513.5,137,138,-1
85,02,222.5,125,126,-1
86,05,0.0002605915069580078,87,88,-1
87,-1,0,0,0,0
88,-1,0,0,0,0
89,04,487.5,91,92,-1
90,-1,0,0,0,0
91,02,48.5,97,98,-1
92,04,488.5,93,94,-1
93,-1,0,0,0,1
94,05,0.0002485513687133789,95,96,-1
95,-1,0,0,0,0
96,-1,0,0,0,0
97,00,491.0,127,128,-1
98,-1,0,0,0,0
99,05,0.0013469457626342773,129,130,-1
100,-1,0,0,0,0
101,-1,0,0,0,0
102,-1,0,0,0,0
103,-1,0,0,0,0
104,04,623.5,105,106,-1
105,-1,0,0,0,0
106,-1,0,0,0,0
107,-1,0,0,0,0
108,-1,0,0,0,0
109,01,15.0,111,112,-1
110,00,1245.0,153,154,-1
111,02,144.0,167,168,-1
112,04,37.5,113,114,-1
113,04,31.0,115,116,-1
114,02,147.5,157,158,-1
115,-1,0,0,0,0
116,-1,0,0,0,0
117,05,0.00044155120849609375,155,156,-1
118,01,9.0,119,120,-1
119,-1,0,0,0,0
120,-1,0,0,0,0
121,-1,0,0,0,0
122,-1,0,0,0,0
123,-1,0,0,0,0
124,-1,0,0,0,0
125,-1,0,0,0,0
126,-1,0,0,0,0
127,-1,0,0,0,0
128,-1,0,0,0,0
129,00,508.5,149,150,-1
130,05,0.0020809173583984375,131,132,-1
131,01,9.0,133,134,-1
132,01,11.0,187,188,-1
133,-1,0,0,0,0
134,01,11.0,135,136,-1
135,-1,0,0,0,0
136,-1,0,0,0,0
137,00,482.5,193,194,-1
138,04,1105.0,139,140,-1
139,-1,0,0,0,0
140,-1,0,0,0,0
141,-1,0,0,0,0
142,-1,0,0,0,0
143,-1,0,0,0,0
144,-1,0,0,0,0
145,00,366.5,171,172,-1
146,-1,0,0,0,0
147,02,191.0,159,160,-1
148,-1,0,0,0,0
149,-1,0,0,0,0
150,00,646.5,151,152,-1
151,-1,0,0,0,0
152,00,1114.0,191,192,-1
153,00,500.0,183,184,-1
154,-1,0,0,0,0
155,-1,0,0,0,0
156,-1,0,0,0,0
157,-1,0,0,0,0
158,-1,0,0,0,0
159,05,0.00027763843536376953,161,162,-1
160,04,1214.5,195,196,-1
161,-1,0,0,0,0
162,05,0.0010710954666137695,163,164,-1
163,-1,0,0,0,0
164,-1,0,0,0,0
165,-1,0,0,0,1
166,-1,0,0,0,1
167,-1,0,0,0,0
168,05,0.00045049190521240234,169,170,-1
169,-1,0,0,0,0
170,-1,0,0,0,0
171,01,11.0,173,174,-1
172,-1,0,0,0,0
173,01,9.0,175,176,-1
174,-1,0,0,0,0
175,05,7.152557373046875e-05,177,178,-1
176,-1,0,0,0,1
177,-1,0,0,0,0
178,-1,0,0,0,0
179,05,0.001053452491760254,181,182,-1
180,-1,0,0,0,1
181,-1,0,0,0,1
182,-1,0,0,0,1
183,-1,0,0,0,0
184,05,0.0013973712921142578,185,186,-1
185,-1,0,0,0,0
186,-1,0,0,0,0
187,00,406.0,189,190,-1
188,-1,0,0,0,0
189,-1,0,0,0,0
190,-1,0,0,0,0
191,-1,0,0,0,0
192,-1,0,0,0,0
193,-1,0,0,0,0
194,-1,0,0,0,0
195,05,0.0001964569091796875,197,198,-1
196,-1,0,0,0,0
197,-1,0,0,0,0
198,-1,0,0,0,0
