Node,Feature,Threshold,Left_Child,Right_Child,Prediction
85,05,1.990795135498047e-05,93,94,-1
86,00,1026.0,87,88,-1
87,01,15.0,125,126,-1
88,01,15.0,89,90,-1
89,05,1.1444091796875e-05,91,92,-1
90,-1,0,0,0,0
91,-1,0,0,0,0
92,-1,0,0,0,0
93,00,1311.0,107,108,-1
94,04,600.5,95,96,-1
95,03,9.5,103,104,-1
96,00,1022.0,97,98,-1
97,05,0.0001615285873413086,99,100,-1
98,-1,0,0,0,1
99,05,4.303455352783203e-05,101,102,-1
100,02,14.5,111,112,-1
101,-1,0,0,0,0
102,-1,0,0,0,0
103,00,350.5,105,106,-1
104,03,128.5,133,134,-1
105,-1,0,0,0,0
106,00,675.0,147,148,-1
107,00,1078.5,175,176,-1
108,-1,0,0,0,0
109,-1,0,0,0,0
110,-1,0,0,0,0
111,-1,0,0,0,0
112,-1,0,0,0,0
113,-1,0,0,0,1
114,-1,0,0,0,1
115,00,253.0,117,118,-1
116,00,191.5,145,146,-1
117,05,0.0010780096054077148,189,190,-1
118,02,194.5,119,120,-1
119,03,144.5,121,122,-1
120,-1,0,0,0,0
121,-1,0,0,0,0
122,-1,0,0,0,0
123,-1,0,0,0,0
124,-1,0,0,0,0
125,05,0.0002511739730834961,127,128,-1
126,-1,0,0,0,0
127,02,49.5,129,130,-1
128,04,466.5,131,132,-1
129,00,194.5,143,144,-1
130,-1,0,0,0,0
131,-1,0,0,0,0
132,-1,0,0,0,0
133,00,1032.0,135,136,-1
134,00,500.5,137,138,-1
135,-1,0,0,0,0
136,-1,0,0,0,0
137,-1,0,0,0,0
138,-1,0,0,0,0
139,01,7.0,183,184,-1
140,05,0.0010300874710083008,141,142,-1
141,-1,0,0,0,0
142,04,487.0,193,194,-1
143,-1,0,0,0,0
144,-1,0,0,0,0
145,02,10.0,169,170,-1
146,01,7.0,163,164,-1
147,-1,0,0,0,0
148,-1,0,0,0,0
149,04,0.5,153,154,-1
150,04,44.5,151,152,-1
151,-1,0,0,0,0
152,-1,0,0,0,0
153,00,369.0,155,156,-1
154,02,215.5,195,196,-1
155,00,340.0,157,158,-1
156,-1,0,0,0,0
157,-1,0,0,0,0
158,-1,0,0,0,1
159,-1,0,0,0,0
160,03,8.5,161,162,-1
161,-1,0,0,0,0
162,-1,0,0,0,0
163,00,246.5,165,166,-1
164,-1,0,0,0,0
165,-1,0,0,0,0
166,-1,0,0,0,0
167,-1,0,0,0,1
168,-1,0,0,0,1
169,05,0.0010966062545776367,171,172,-1
170,-1,0,0,0,0
171,-1,0,0,0,0
172,-1,0,0,0,0
173,-1,0,0,0,1
174,-1,0,0,0,1
175,04,600.5,177,178,-1
176,03,98.5,181,182,-1
177,-1,0,0,0,0
178,04,603.5,179,180,-1
179,-1,0,0,0,0
180,-1,0,0,0,0
181,-1,0,0,0,0
182,-1,0,0,0,0
183,-1,0,0,0,0
184,-1,0,0,0,0
185,-1,0,0,0,0
186,03,53.5,187,188,-1
187,-1,0,0,0,0
188,-1,0,0,0,0
189,02,241.5,191,192,-1
190,-1,0,0,0,0
191,-1,0,0,0,0
192,-1,0,0,0,0
193,-1,0,0,0,0
194,-1,0,0,0,0
195,-1,0,0,0,0
196,00,779.0,197,198,-1
197,-1,0,0,0,0
198,-1,0,0,0,0
