Node,Feature,Threshold,Left_Child,Right_Child,Prediction
117,00,1344.0,133,134,-1
118,05,0.0001310110092163086,119,120,-1
119,03,149.5,123,124,-1
120,00,1029.5,121,122,-1
121,04,601.5,129,130,-1
122,-1,0,0,0,1
123,00,469.5,125,126,-1
124,05,4.649162292480469e-05,137,138,-1
125,03,94.0,127,128,-1
126,-1,0,0,0,1
127,-1,0,0,0,0
128,-1,0,0,0,0
129,00,405.5,131,132,-1
130,-1,0,0,0,0
131,-1,0,0,0,0
132,-1,0,0,0,0
133,01,13.0,183,184,-1
134,04,34.5,135,136,-1
135,-1,0,0,0,0
136,-1,0,0,0,0
137,-1,0,0,0,0
138,-1,0,0,0,0
139,-1,0,0,0,0
140,-1,0,0,0,0
141,-1,0,0,0,0
142,-1,0,0,0,0
143,-1,0,0,0,0
144,00,1331.0,179,180,-1
145,01,9.0,147,148,-1
146,-1,0,0,0,1
147,-1,0,0,0,0
148,-1,0,0,0,1
149,-1,0,0,0,0
150,-1,0,0,0,0
151,-1,0,0,0,0
152,01,7.0,153,154,-1
153,00,420.0,157,158,-1
154,00,1336.5,155,156,-1
155,02,99.5,159,160,-1
156,-1,0,0,0,1
157,00,265.5,163,164,-1
158,-1,0,0,0,0
159,05,0.001053452491760254,195,196,-1
160,03,22.5,161,162,-1
161,-1,0,0,0,0
162,-1,0,0,0,0
163,-1,0,0,0,0
164,03,15.5,165,166,-1
165,-1,0,0,0,0
166,-1,0,0,0,0
167,-1,0,0,0,1
168,-1,0,0,0,1
169,-1,0,0,0,1
170,02,46.0,171,172,-1
171,-1,0,0,0,0
172,-1,0,0,0,1
173,-1,0,0,0,0
174,-1,0,0,0,0
175,02,46.5,177,178,-1
176,-1,0,0,0,0
177,-1,0,0,0,0
178,-1,0,0,0,0
179,-1,0,0,0,0
180,02,148.0,181,182,-1
181,-1,0,0,0,0
182,-1,0,0,0,0
183,04,487.5,185,186,-1
184,-1,0,0,0,0
185,05,0.00023949146270751953,189,190,-1
186,05,0.00011849403381347656,187,188,-1
187,-1,0,0,0,0
188,03,251.5,197,198,-1
189,05,8.64267349243164e-05,193,194,-1
190,04,176.5,191,192,-1
191,-1,0,0,0,0
192,-1,0,0,0,0
193,-1,0,0,0,0
194,-1,0,0,0,0
195,-1,0,0,0,0
196,-1,0,0,0,0
197,-1,0,0,0,0
198,-1,0,0,0,0
