Node,Feature,Threshold,Left_Child,Right_Child,Prediction
126,-1,0,0,0,1
127,-1,0,0,0,0
128,00,517.5,129,130,-1
129,-1,0,0,0,0
130,02,200.5,131,132,-1
131,-1,0,0,0,0
132,-1,0,0,0,0
133,00,218.5,135,136,-1
134,00,1032.5,139,140,-1
135,-1,0,0,0,0
136,01,5.0,137,138,-1
137,-1,0,0,0,0
138,-1,0,0,0,0
139,00,495.0,167,168,-1
140,-1,0,0,0,0
141,-1,0,0,0,0
142,-1,0,0,0,0
143,05,1.0728836059570312e-06,155,156,-1
144,04,219.0,145,146,-1
145,-1,0,0,0,0
146,01,7.0,147,148,-1
147,-1,0,0,0,0
148,-1,0,0,0,0
149,-1,0,0,0,0
150,-1,0,0,0,0
151,-1,0,0,0,0
152,-1,0,0,0,0
153,03,3.5,159,160,-1
154,-1,0,0,0,0
155,-1,0,0,0,0
156,00,1266.0,157,158,-1
157,00,670.5,175,176,-1
158,-1,0,0,0,0
159,-1,0,0,0,0
160,01,10.0,161,162,-1
161,-1,0,0,0,0
162,-1,0,0,0,0
163,05,0.0002949237823486328,165,166,-1
164,-1,0,0,0,0
165,-1,0,0,0,0
166,-1,0,0,0,0
167,-1,0,0,0,0
168,-1,0,0,0,0
169,00,279.0,171,172,-1
170,-1,0,0,0,0
171,-1,0,0,0,0
172,03,53.5,173,174,-1
173,-1,0,0,0,0
174,-1,0,0,0,0
175,-1,0,0,0,0
176,-1,0,0,0,0
177,-1,0,0,0,0
178,03,220.5,179,180,-1
179,-1,0,0,0,0
180,-1,0,0,0,0
181,01,11.0,183,184,-1
182,-1,0,0,0,0
183,00,370.5,185,186,-1
184,03,23.5,189,190,-1
185,03,0.5,187,188,-1
186,-1,0,0,0,0
187,-1,0,0,0,0
188,-1,0,0,0,0
189,-1,0,0,0,0
190,04,486.0,191,192,-1
191,-1,0,0,0,0
192,-1,0,0,0,0
193,-1,0,0,0,0
194,-1,0,0,0,0
195,-1,0,0,0,0
196,03,124.5,197,198,-1
197,-1,0,0,0,0
198,-1,0,0,0,0
