Node,Feature,Threshold,Left_Child,Right_Child,Prediction
100,05,0.0010105371475219727,101,102,-1
101,00,504.0,103,104,-1
102,04,970.5,165,166,-1
103,-1,0,0,0,0
104,-1,0,0,0,1
105,05,0.00028264522552490234,107,108,-1
106,-1,0,0,0,0
107,02,48.5,153,154,-1
108,-1,0,0,0,1
109,01,7.0,131,132,-1
110,-1,0,0,0,0
111,-1,0,0,0,0
112,-1,0,0,0,0
113,04,617.5,115,116,-1
114,00,1282.5,193,194,-1
115,05,0.00023055076599121094,195,196,-1
116,-1,0,0,0,0
117,-1,0,0,0,0
118,00,1270.0,119,120,-1
119,-1,0,0,0,0
120,-1,0,0,0,0
121,-1,0,0,0,0
122,01,11.0,123,124,-1
123,01,9.0,125,126,-1
124,-1,0,0,0,0
125,-1,0,0,0,0
126,-1,0,0,0,0
127,-1,0,0,0,0
128,04,391.5,129,130,-1
129,-1,0,0,0,1
130,-1,0,0,0,0
131,-1,0,0,0,0
132,-1,0,0,0,0
133,05,0.001156926155090332,137,138,-1
134,00,1108.0,135,136,-1
135,-1,0,0,0,0
136,05,0.0010715723037719727,163,164,-1
137,-1,0,0,0,0
138,-1,0,0,0,0
139,-1,0,0,0,0
140,05,0.00011289119720458984,141,142,-1
141,03,7.5,143,144,-1
142,02,2.5,185,186,-1
143,-1,0,0,0,0
144,00,859.5,145,146,-1
145,04,53.5,147,148,-1
146,-1,0,0,0,0
147,-1,0,0,0,0
148,00,273.5,149,150,-1
149,05,4.458427429199219e-05,171,172,-1
150,05,4.088878631591797e-05,151,152,-1
151,-1,0,0,0,0
152,-1,0,0,0,0
153,-1,0,0,0,0
154,-1,0,0,0,0
155,-1,0,0,0,0
156,02,66.5,157,158,-1
157,-1,0,0,0,0
158,-1,0,0,0,0
159,-1,0,0,0,0
160,-1,0,0,0,0
161,-1,0,0,0,1
162,-1,0,0,0,1
163,-1,0,0,0,0
164,-1,0,0,0,0
165,-1,0,0,0,0
166,-1,0,0,0,0
167,05,0.0010703802108764648,169,170,-1
168,-1,0,0,0,0
169,-1,0,0,0,0
170,-1,0,0,0,0
171,-1,0,0,0,0
172,-1,0,0,0,0
173,-1,0,0,0,0
174,01,3.0,175,176,-1
175,-1,0,0,0,0
176,05,9.810924530029297e-05,177,178,-1
177,01,9.0,179,180,-1
178,-1,0,0,0,0
179,-1,0,0,0,0
180,01,11.0,181,182,-1
181,-1,0,0,0,0
182,-1,0,0,0,0
183,-1,0,0,0,0
184,-1,0,0,0,0
185,-1,0,0,0,0
186,00,1251.0,187,188,-1
187,05,0.0002605915069580078,189,190,-1
188,-1,0,0,0,0
189,-1,0,0,0,0
190,00,191.5,191,192,-1
191,-1,0,0,0,0
192,-1,0,0,0,0
193,-1,0,0,0,0
194,-1,0,0,0,0
195,-1,0,0,0,0
196,-1,0,0,0,0
197,-1,0,0,0,0
198,-1,0,0,0,0
