Node,Feature,Threshold,Left_Child,Right_Child,Prediction
129,-1,0,0,0,0
130,-1,0,0,0,0
131,05,3.1948089599609375e-05,133,134,-1
132,-1,0,0,0,0
133,-1,0,0,0,0
134,05,0.0001270771026611328,135,136,-1
135,-1,0,0,0,0
136,00,646.5,163,164,-1
137,00,369.0,139,140,-1
138,05,0.001053452491760254,155,156,-1
139,01,12.0,141,142,-1
140,00,1344.5,145,146,-1
141,00,308.5,143,144,-1
142,-1,0,0,0,0
143,-1,0,0,0,0
144,01,8.0,147,148,-1
145,04,31.5,149,150,-1
146,00,1919.5,153,154,-1
147,-1,0,0,0,0
148,-1,0,0,0,0
149,-1,0,0,0,0
150,00,500.0,151,152,-1
151,-1,0,0,0,0
152,-1,0,0,0,0
153,-1,0,0,0,0
154,-1,0,0,0,0
155,02,2.5,173,174,-1
156,04,390.5,167,168,-1
157,00,376.0,159,160,-1
158,-1,0,0,0,0
159,03,193.0,165,166,-1
160,03,126.5,161,162,-1
161,-1,0,0,0,0
162,-1,0,0,0,0
163,-1,0,0,0,0
164,-1,0,0,0,0
165,-1,0,0,0,0
166,-1,0,0,0,0
167,01,7.0,189,190,-1
168,04,391.5,169,170,-1
169,02,4.5,171,172,-1
170,03,145.5,177,178,-1
171,-1,0,0,0,0
172,-1,0,0,0,0
173,-1,0,0,0,0
174,01,15.0,175,176,-1
175,-1,0,0,0,0
176,-1,0,0,0,0
177,02,9.5,179,180,-1
178,-1,0,0,0,0
179,-1,0,0,0,0
180,-1,0,0,0,0
181,-1,0,0,0,0
182,-1,0,0,0,0
183,-1,0,0,0,0
184,04,497.0,195,196,-1
185,-1,0,0,0,0
186,05,1.2516975402832031e-05,187,188,-1
187,-1,0,0,0,0
188,-1,0,0,0,0
189,00,300.0,191,192,-1
190,-1,0,0,0,0
191,-1,0,0,0,0
192,04,197.5,193,194,-1
193,-1,0,0,0,0
194,-1,0,0,0,0
195,-1,0,0,0,0
196,04,737.5,197,198,-1
197,-1,0,0,0,0
198,-1,0,0,0,0
